income,C50_PV,C50_prob1,rf_PV,rf_prob1
>50K,<=50K,0.41931841562468,>50K,0.952
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.109654230217064,<=50K,0.018
<=50K,<=50K,0.109654230217064,<=50K,0.058
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.109654230217064,<=50K,0
>50K,>50K,0.595706978359167,>50K,0.8
<=50K,<=50K,0.0515902504944718,<=50K,0.012
<=50K,>50K,0.532826714195455,>50K,0.724
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.705533577111178,>50K,0.986
>50K,>50K,0.98591203818769,>50K,1
<=50K,<=50K,0.0515902504944718,<=50K,0.008
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,>50K,0.705533577111178,<=50K,0.288
<=50K,<=50K,0.390631397342524,<=50K,0.208
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,>50K,0.532826714195455,<=50K,0.422
<=50K,<=50K,0.0515902504944718,<=50K,0.008
<=50K,<=50K,0.0515902504944718,<=50K,0.018
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.032
<=50K,<=50K,0.0515902504944718,<=50K,0.002
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.109654230217064,<=50K,0.01
<=50K,<=50K,0.223917476691331,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.002
<=50K,<=50K,0.0515902504944718,<=50K,0.11
>50K,<=50K,0.282552450465376,<=50K,0.344
>50K,<=50K,0.0515902504944718,<=50K,0.006
<=50K,<=50K,0.109654230217064,<=50K,0.038
>50K,<=50K,0.0515902504944718,>50K,0.878
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.705533577111178,>50K,0.984
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.223917476691331,<=50K,0.05
<=50K,<=50K,0.0515902504944718,<=50K,0.008
>50K,<=50K,0.223917476691331,<=50K,0.014
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.109654230217064,<=50K,0.136
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.006
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.006
>50K,>50K,0.705533577111178,>50K,0.86
<=50K,<=50K,0.223917476691331,<=50K,0.002
<=50K,<=50K,0.109654230217064,<=50K,0.002
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.01
<=50K,<=50K,0.0515902504944718,<=50K,0.188
>50K,<=50K,0.0515902504944718,<=50K,0.2
<=50K,<=50K,0.0515902504944718,<=50K,0.064
<=50K,<=50K,0.0515902504944718,<=50K,0.002
>50K,>50K,0.595706978359167,<=50K,0.484
<=50K,<=50K,0.109654230217064,<=50K,0.168
>50K,>50K,0.705533577111178,<=50K,0.42
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,>50K,0.705533577111178,>50K,0.888
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,<=50K,0.282552450465376,<=50K,0.258
>50K,>50K,0.98591203818769,>50K,1
<=50K,<=50K,0.109654230217064,<=50K,0.002
>50K,<=50K,0.0515902504944718,>50K,0.664
<=50K,>50K,0.532826714195455,>50K,0.906
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.002
<=50K,<=50K,0.0515902504944718,<=50K,0.016
>50K,>50K,0.705533577111178,>50K,0.886
>50K,>50K,0.595706978359167,>50K,0.846
<=50K,>50K,0.705533577111178,<=50K,0.086
>50K,<=50K,0.390631397342524,<=50K,0.004
>50K,>50K,0.98591203818769,>50K,0.954
<=50K,<=50K,0.390631397342524,<=50K,0.02
>50K,<=50K,0.223917476691331,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.002
>50K,<=50K,0.0515902504944718,<=50K,0.07
<=50K,<=50K,0.0515902504944718,<=50K,0.096
<=50K,<=50K,0.109654230217064,<=50K,0.022
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.705533577111178,>50K,0.998
>50K,>50K,0.98591203818769,>50K,1
>50K,>50K,0.98591203818769,>50K,0.992
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,>50K,0.705533577111178,<=50K,0.464
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.390631397342524,<=50K,0
>50K,<=50K,0.419935791952983,>50K,0.614
>50K,>50K,0.595706978359167,>50K,0.718
<=50K,<=50K,0.223917476691331,<=50K,0.008
<=50K,<=50K,0.0515902504944718,<=50K,0.002
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.026
>50K,>50K,0.705533577111178,>50K,0.804
<=50K,<=50K,0.0515902504944718,<=50K,0.002
<=50K,<=50K,0.223917476691331,<=50K,0.004
<=50K,<=50K,0.0515902504944718,<=50K,0.014
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,<=50K,0.223917476691331,<=50K,0.102
<=50K,<=50K,0.0515902504944718,<=50K,0.008
<=50K,<=50K,0.0515902504944718,<=50K,0.104
<=50K,<=50K,0.0515902504944718,<=50K,0.106
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.705533577111178,>50K,0.936
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.04
>50K,>50K,0.98591203818769,>50K,1
>50K,<=50K,0.0515902504944718,<=50K,0.468
<=50K,<=50K,0.390631397342524,<=50K,0.144
<=50K,<=50K,0.0515902504944718,<=50K,0.044
<=50K,<=50K,0.0515902504944718,<=50K,0.1
<=50K,<=50K,0.223917476691331,<=50K,0.006
<=50K,<=50K,0.419935791952983,<=50K,0.1
<=50K,<=50K,0.223917476691331,<=50K,0.008
<=50K,<=50K,0.183296057386182,<=50K,0.128
<=50K,<=50K,0.223917476691331,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.006
>50K,>50K,0.705533577111178,>50K,0.736
>50K,<=50K,0.0515902504944718,>50K,0.62
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.223917476691331,<=50K,0.098
<=50K,<=50K,0.109654230217064,<=50K,0.004
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.705533577111178,>50K,0.862
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.109654230217064,<=50K,0.006
<=50K,<=50K,0.0515902504944718,<=50K,0.1
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.048
<=50K,<=50K,0.390631397342524,<=50K,0.092
<=50K,<=50K,0.419935791952983,>50K,0.578
<=50K,<=50K,0.0515902504944718,<=50K,0.01
<=50K,<=50K,0.282552450465376,<=50K,0.128
<=50K,<=50K,0.0515902504944718,<=50K,0.03
<=50K,<=50K,0.0515902504944718,<=50K,0.002
>50K,<=50K,0.419935791952983,>50K,0.998
<=50K,<=50K,0.0515902504944718,<=50K,0.002
<=50K,<=50K,0.0515902504944718,<=50K,0.082
<=50K,<=50K,0.282552450465376,<=50K,0.092
>50K,>50K,0.98591203818769,>50K,1
>50K,>50K,0.98591203818769,>50K,0.986
<=50K,<=50K,0.0515902504944718,<=50K,0.014
<=50K,<=50K,0.223917476691331,<=50K,0.066
<=50K,<=50K,0.0515902504944718,<=50K,0.004
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.223917476691331,<=50K,0.044
<=50K,<=50K,0.223917476691331,<=50K,0.042
>50K,<=50K,0.109654230217064,<=50K,0.314
>50K,<=50K,0.390631397342524,<=50K,0.484
>50K,<=50K,0.223917476691331,<=50K,0.404
<=50K,<=50K,0.0515902504944718,<=50K,0.002
<=50K,<=50K,0.223917476691331,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.002
>50K,<=50K,0.223917476691331,>50K,0.76
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,<=50K,0.223917476691331,>50K,0.546
<=50K,<=50K,0.0515902504944718,<=50K,0.038
<=50K,<=50K,0.223917476691331,<=50K,0.048
>50K,<=50K,0.0515902504944718,>50K,0.74
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.419935791952983,<=50K,0.06
<=50K,<=50K,0.390631397342524,<=50K,0.002
>50K,<=50K,0.390631397342524,>50K,0.632
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.02
>50K,<=50K,0.0515902504944718,>50K,0.658
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,>50K,0.705533577111178,>50K,0.986
<=50K,>50K,0.705533577111178,>50K,0.64
<=50K,<=50K,0.109654230217064,<=50K,0.016
>50K,>50K,0.705533577111178,>50K,0.954
>50K,>50K,0.705533577111178,>50K,0.97
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.004
<=50K,<=50K,0.0515902504944718,<=50K,0.014
<=50K,<=50K,0.0515902504944718,<=50K,0.06
>50K,>50K,0.98591203818769,>50K,0.984
>50K,>50K,0.705533577111178,>50K,0.744
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.006
>50K,>50K,0.705533577111178,>50K,0.998
>50K,>50K,0.705533577111178,>50K,0.874
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.122
<=50K,>50K,0.705533577111178,<=50K,0.33
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.595706978359167,>50K,0.896
<=50K,<=50K,0.0515902504944718,<=50K,0.022
>50K,<=50K,0.0515902504944718,>50K,0.72
<=50K,<=50K,0.0515902504944718,<=50K,0.19
<=50K,<=50K,0.0515902504944718,<=50K,0.006
<=50K,<=50K,0.0515902504944718,<=50K,0.006
<=50K,<=50K,0.0515902504944718,<=50K,0.008
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.390631397342524,<=50K,0.032
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.98591203818769,>50K,0.97
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,<=50K,0.282552450465376,<=50K,0.176
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.595706978359167,>50K,0.954
>50K,<=50K,0.390631397342524,>50K,0.526
>50K,>50K,0.705533577111178,>50K,0.892
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,<=50K,0.0515902504944718,<=50K,0.136
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.012
<=50K,>50K,0.705533577111178,<=50K,0.208
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.705533577111178,>50K,0.832
<=50K,<=50K,0.0515902504944718,<=50K,0.002
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,<=50K,0.223917476691331,<=50K,0.038
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.98591203818769,>50K,1
<=50K,<=50K,0.0515902504944718,<=50K,0.038
<=50K,<=50K,0.0515902504944718,<=50K,0.054
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.98591203818769,>50K,0.998
<=50K,<=50K,0.0515902504944718,<=50K,0.004
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.014
<=50K,<=50K,0.0515902504944718,<=50K,0.012
>50K,>50K,0.705533577111178,>50K,0.936
<=50K,<=50K,0.390631397342524,<=50K,0.074
>50K,>50K,0.705533577111178,>50K,0.994
<=50K,<=50K,0.109654230217064,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.705533577111178,>50K,0.998
>50K,>50K,0.532826714195455,>50K,0.628
<=50K,<=50K,0.223917476691331,<=50K,0.11
>50K,<=50K,0.41931841562468,<=50K,0.472
<=50K,<=50K,0.223917476691331,<=50K,0.224
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.595706978359167,>50K,0.502
>50K,>50K,0.705533577111178,>50K,0.998
<=50K,<=50K,0.0515902504944718,<=50K,0.05
<=50K,<=50K,0.0515902504944718,<=50K,0.002
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.064
>50K,>50K,0.705533577111178,>50K,0.996
<=50K,<=50K,0.0515902504944718,<=50K,0.034
>50K,>50K,0.98591203818769,>50K,1
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.012
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,>50K,0.705533577111178,>50K,0.58
<=50K,<=50K,0.223917476691331,<=50K,0.104
<=50K,>50K,0.705533577111178,<=50K,0.45
>50K,>50K,0.98591203818769,>50K,1
<=50K,<=50K,0.0515902504944718,<=50K,0.124
>50K,>50K,0.705533577111178,>50K,0.908
<=50K,<=50K,0.223917476691331,<=50K,0.004
<=50K,<=50K,0.109654230217064,<=50K,0.12
>50K,>50K,0.705533577111178,>50K,0.862
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.419935791952983,<=50K,0.148
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.282552450465376,<=50K,0.188
<=50K,<=50K,0.41931841562468,<=50K,0.074
>50K,>50K,0.705533577111178,>50K,0.674
<=50K,<=50K,0.0515902504944718,<=50K,0.01
>50K,>50K,0.98591203818769,>50K,1
<=50K,<=50K,0.0515902504944718,<=50K,0.002
<=50K,<=50K,0.223917476691331,<=50K,0.004
<=50K,<=50K,0.223917476691331,<=50K,0
<=50K,<=50K,0.223917476691331,<=50K,0.06
>50K,>50K,0.705533577111178,>50K,0.87
<=50K,<=50K,0.109654230217064,<=50K,0.102
<=50K,<=50K,0.0515902504944718,<=50K,0.014
>50K,>50K,0.98591203818769,>50K,0.996
>50K,>50K,0.705533577111178,>50K,0.994
>50K,>50K,0.705533577111178,>50K,0.52
<=50K,<=50K,0.109654230217064,<=50K,0.056
>50K,>50K,0.98591203818769,>50K,1
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,<=50K,0.419935791952983,>50K,0.676
>50K,<=50K,0.419935791952983,<=50K,0.268
>50K,>50K,0.98591203818769,>50K,0.988
<=50K,<=50K,0.0515902504944718,<=50K,0.008
<=50K,<=50K,0.0515902504944718,<=50K,0.01
>50K,<=50K,0.282552450465376,<=50K,0.204
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.223917476691331,<=50K,0.006
<=50K,<=50K,0.0515902504944718,<=50K,0.038
<=50K,>50K,0.532826714195455,>50K,0.514
<=50K,<=50K,0.183296057386182,<=50K,0.002
<=50K,<=50K,0.0515902504944718,<=50K,0.012
<=50K,<=50K,0.0515902504944718,<=50K,0.044
<=50K,<=50K,0.0515902504944718,<=50K,0.002
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.096
<=50K,>50K,0.705533577111178,<=50K,0.426
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.109654230217064,<=50K,0.008
<=50K,<=50K,0.0515902504944718,<=50K,0.072
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.390631397342524,<=50K,0.11
<=50K,>50K,0.705533577111178,>50K,0.796
>50K,>50K,0.595706978359167,>50K,0.744
<=50K,<=50K,0.223917476691331,<=50K,0.178
<=50K,<=50K,0.0515902504944718,<=50K,0.006
>50K,<=50K,0.0515902504944718,>50K,0.538
<=50K,<=50K,0.183296057386182,<=50K,0.002
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,<=50K,0.390631397342524,<=50K,0.002
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.532826714195455,>50K,0.7
<=50K,<=50K,0.0515902504944718,<=50K,0.014
<=50K,<=50K,0.223917476691331,<=50K,0.014
>50K,<=50K,0.390631397342524,<=50K,0.014
>50K,>50K,0.705533577111178,>50K,1
<=50K,<=50K,0.390631397342524,<=50K,0.022
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.026
<=50K,<=50K,0.223917476691331,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.072
<=50K,<=50K,0.223917476691331,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.705533577111178,>50K,0.848
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,<=50K,0.390631397342524,<=50K,0.018
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.98591203818769,>50K,0.978
>50K,<=50K,0.0515902504944718,<=50K,0.354
<=50K,>50K,0.705533577111178,>50K,0.586
>50K,>50K,0.595706978359167,>50K,0.936
<=50K,<=50K,0.0515902504944718,<=50K,0.01
>50K,>50K,0.595706978359167,>50K,0.748
>50K,>50K,0.705533577111178,>50K,1
>50K,>50K,0.98591203818769,>50K,1
<=50K,<=50K,0.109654230217064,<=50K,0
>50K,>50K,0.705533577111178,>50K,0.98
<=50K,<=50K,0.0515902504944718,<=50K,0.072
<=50K,<=50K,0.0515902504944718,<=50K,0.03
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.390631397342524,<=50K,0.256
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,>50K,0.595706978359167,>50K,0.582
<=50K,<=50K,0.0515902504944718,<=50K,0.028
<=50K,<=50K,0.0515902504944718,<=50K,0.054
>50K,>50K,0.705533577111178,>50K,0.996
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.006
>50K,>50K,0.705533577111178,>50K,0.978
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.022
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.076
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.223917476691331,<=50K,0.028
>50K,<=50K,0.109654230217064,<=50K,0.236
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.390631397342524,<=50K,0.068
<=50K,<=50K,0.0515902504944718,<=50K,0.02
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.008
<=50K,<=50K,0.0515902504944718,<=50K,0.164
>50K,<=50K,0.390631397342524,<=50K,0.378
>50K,<=50K,0.223917476691331,<=50K,0.216
<=50K,<=50K,0.0515902504944718,<=50K,0.068
<=50K,<=50K,0.0515902504944718,<=50K,0.054
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.282552450465376,<=50K,0.096
>50K,<=50K,0.390631397342524,>50K,0.604
<=50K,<=50K,0.223917476691331,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.002
<=50K,<=50K,0.0515902504944718,<=50K,0.01
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.382
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,>50K,0.705533577111178,<=50K,0.362
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,<=50K,0.282552450465376,<=50K,0.258
<=50K,<=50K,0.0515902504944718,<=50K,0.004
<=50K,<=50K,0.223917476691331,<=50K,0
>50K,>50K,0.705533577111178,>50K,0.85
>50K,>50K,0.705533577111178,>50K,0.808
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.109654230217064,<=50K,0.01
<=50K,<=50K,0.223917476691331,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.01
>50K,>50K,0.705533577111178,>50K,0.97
>50K,>50K,0.705533577111178,>50K,0.956
<=50K,<=50K,0.223917476691331,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.124
<=50K,<=50K,0.0515902504944718,<=50K,0.036
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.288
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,<=50K,0.223917476691331,<=50K,0.004
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.390631397342524,<=50K,0.2
<=50K,<=50K,0.109654230217064,<=50K,0.028
<=50K,>50K,0.595706978359167,<=50K,0.338
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.018
>50K,>50K,0.532826714195455,>50K,0.618
<=50K,<=50K,0.0515902504944718,<=50K,0.012
>50K,>50K,0.705533577111178,>50K,0.986
>50K,<=50K,0.390631397342524,<=50K,0.284
<=50K,<=50K,0.0515902504944718,<=50K,0.042
<=50K,>50K,0.532826714195455,<=50K,0.084
>50K,>50K,0.98591203818769,>50K,0.978
<=50K,<=50K,0.390631397342524,<=50K,0.022
>50K,<=50K,0.390631397342524,<=50K,0.414
<=50K,<=50K,0.0515902504944718,<=50K,0.018
<=50K,<=50K,0.0515902504944718,<=50K,0.008
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.282552450465376,<=50K,0.232
<=50K,>50K,0.532826714195455,>50K,0.722
>50K,>50K,0.705533577111178,>50K,0.884
>50K,>50K,0.595706978359167,>50K,0.766
<=50K,<=50K,0.223917476691331,<=50K,0.226
<=50K,<=50K,0.223917476691331,<=50K,0.006
<=50K,<=50K,0.223917476691331,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,<=50K,0.282552450465376,<=50K,0.084
>50K,>50K,0.705533577111178,>50K,0.738
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.004
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.98591203818769,>50K,0.984
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.705533577111178,>50K,0.844
<=50K,<=50K,0.390631397342524,<=50K,0.01
>50K,>50K,0.532826714195455,<=50K,0.372
<=50K,<=50K,0.282552450465376,<=50K,0.102
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.022
>50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.004
<=50K,<=50K,0.282552450465376,<=50K,0.186
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,<=50K,0.0515902504944718,<=50K,0.014
<=50K,>50K,0.705533577111178,>50K,0.916
>50K,>50K,0.98591203818769,>50K,0.994
>50K,>50K,0.98591203818769,>50K,0.994
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.002
>50K,<=50K,0.223917476691331,<=50K,0
>50K,>50K,0.705533577111178,>50K,0.928
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.368
<=50K,<=50K,0.0515902504944718,<=50K,0.004
<=50K,<=50K,0.390631397342524,<=50K,0
<=50K,<=50K,0.223917476691331,<=50K,0.052
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.705533577111178,>50K,0.79
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,<=50K,0.223917476691331,<=50K,0.332
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.006
<=50K,<=50K,0.183296057386182,<=50K,0.044
<=50K,<=50K,0.0515902504944718,<=50K,0.038
<=50K,>50K,0.705533577111178,<=50K,0.476
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.41931841562468,<=50K,0.338
>50K,>50K,0.705533577111178,>50K,0.97
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.390631397342524,<=50K,0.168
<=50K,<=50K,0.41931841562468,<=50K,0.148
>50K,>50K,0.705533577111178,>50K,0.996
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.41931841562468,<=50K,0.388
<=50K,<=50K,0.0515902504944718,<=50K,0.002
>50K,>50K,0.98591203818769,>50K,0.998
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.016
<=50K,<=50K,0.41931841562468,<=50K,0.028
>50K,<=50K,0.282552450465376,<=50K,0.11
>50K,>50K,0.705533577111178,>50K,0.942
<=50K,<=50K,0.0515902504944718,<=50K,0.002
>50K,>50K,0.705533577111178,>50K,0.996
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.04
>50K,<=50K,0.390631397342524,<=50K,0.028
<=50K,<=50K,0.390631397342524,<=50K,0.31
>50K,>50K,0.98591203818769,>50K,0.98
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.705533577111178,>50K,0.954
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.223917476691331,<=50K,0.14
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.705533577111178,>50K,0.91
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.008
<=50K,<=50K,0.390631397342524,<=50K,0.024
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.006
>50K,<=50K,0.0515902504944718,<=50K,0.128
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.705533577111178,>50K,0.978
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.705533577111178,>50K,0.562
>50K,>50K,0.595706978359167,>50K,0.92
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.223917476691331,<=50K,0.08
<=50K,>50K,0.705533577111178,>50K,0.954
>50K,>50K,0.705533577111178,>50K,0.984
<=50K,<=50K,0.390631397342524,<=50K,0
<=50K,<=50K,0.109654230217064,<=50K,0.012
<=50K,<=50K,0.0515902504944718,<=50K,0.282
<=50K,<=50K,0.0515902504944718,<=50K,0.004
>50K,>50K,0.98591203818769,>50K,1
<=50K,<=50K,0.0515902504944718,<=50K,0
